stop_id,stop_name,バス停名称(英語),stop_code,stop_desc,説明(英語),stop_lat,stop_lon,zone_id,stop_url,parent_station,wheelchair_boarding,標準地域コード
253,長泉寺（東）,,,,,35.95343,136.187927,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
254,旭町４丁目（東）,,,,,35.949696,136.188034,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
255,斎藤病院北（出口）,,,,,35.946449,136.207138,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
256,出口,,,,,35.947861,136.208008,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
257,中河駐在所前,,,,,35.949554,136.212036,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
258,花出（北）,,,,,35.949093,136.212769,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
259,原（北）,,,,,35.948425,136.219635,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
260,川島西,,,,,35.947102,136.22644,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
261,川島,,,,,35.946354,136.230469,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
262,川島東,,,,,35.944576,136.233948,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
263,ハニー東陽店前,,,,,35.948757,136.243942,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
264,原（南）,,,,,35.948376,136.219635,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
265,花出（南）,,,,,35.949036,136.212723,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
266,ふくしん神明支店前（北）,,,,,35.972881,136.179428,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
267,水落橋北（東）,,,,,35.966247,136.187596,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
268,ｱｲｱｲ鯖江（文化の館）（東）,,,,,35.961582,136.187347,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
269,ﾘﾊﾋﾞﾘﾃｰｼｮﾝ病院前,,,,,35.95026,136.187332,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
270,本町４丁目（東）,,,,,35.949444,136.185684,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
271,本山前（東）,,,,,35.946957,136.185425,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
272,有定町３丁目,,,,,35.948299,136.176921,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
273,道の駅西山公園（北）,,,,,35.948642,136.180653,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
274,西山公園（西）,,,,,35.949928,136.182587,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
275,パンダランド,,,,,35.951937,136.183352,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
276,市役所,,,,,35.956066,136.184708,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
277,鯖江郵便局（南）,,,,,35.95956,136.182968,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
278,水落町１丁目（西）,,,,,35.961048,136.177933,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
279,本山前（西）,,,,,35.94706,136.185318,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
280,本町４丁目（西）,,,,,35.949524,136.185623,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
281,ｱｲｱｲ鯖江（文化の館）（西）,,,,,35.961662,136.187271,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
282,水落橋北（西）,,,,,35.966259,136.187327,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
283,ふくしん神明支店前（南）,,,,,35.972775,136.179367,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
284,水落町１丁目（東）,,,,,35.961025,136.17804,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
285,鯖江郵便局（北）,,,,,35.959599,136.182571,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
286,西山公園（東）,,,,,35.950867,136.183197,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
287,道の駅西山公園（南）,,,,,35.948403,136.180505,,,,,http://statdb.nstac.go.jp/lod/sac/C18207
